,N1_3,N2_3,ocean_3,KR_3,N3_3,N4_3,N5_3,N6_3,C1_3,C2_3,C3_3,C4_3,C5_3,GR_3,GR_8,S1_3,S1_8,S1_20,S1_30,S2_3,S2_8,S2_20,S2_30,S3_3,S3_8,S3_20,S3_30,S4_3,S4_8,S4A_20,S4B_20,S4_30,S5_3,S5_8,S5_30,S6_3,S6_8,S6_20,S6_30
OTU4936,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,1,0
OTU4937,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU4938,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4939,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4940,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0
OTU4941,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU4942,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4943,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU4944,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
OTU4946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU4947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4948,2,2,2,0,1,1,1,1,2,5,8,7,10,1,4,2,6,1,2,5,4,3,3,0,4,5,5,2,1,8,5,5,3,0,3,3,6,5,1
OTU4949,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
OTU4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4951,24,39,3,3,25,13,16,12,38,37,41,22,44,18,30,31,51,0,0,30,25,10,2,26,17,1,0,33,33,3,0,0,29,25,0,25,36,3,2
OTU4952,27,20,5,1,12,25,10,7,29,37,30,19,46,19,20,18,14,0,0,31,6,4,2,24,10,0,0,22,10,0,0,3,33,6,1,26,18,1,0
OTU4953,6,3,0,1,4,7,2,0,6,7,4,8,7,13,2,4,0,0,0,2,0,2,0,2,2,0,0,4,1,1,0,0,3,0,0,4,0,0,0
OTU4954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4955,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,12,0,4,2,0,0,1,0
OTU4956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,42,0,3,40,40,0,2,22,37,0,0,50,86,48,0,1,28,1,1,38,31
OTU4957,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,3,23,25,0,7,19,41,0,1,35,32,30,0,2,26,0,2,32,38
OTU4958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,9,0,0,15,6,0,0,14,21,6,0,0,5,0,0,12,4
OTU4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,2,12,0,0,3,8,0,0,12,10,5,0,0,4,0,0,6,7
OTU4960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,1,8,0,0,4,7,0,0,7,7,5,0,0,9,0,0,5,4
OTU4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,0,0,0,1,3,0,0,0,0,0,0,0
OTU4962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4963,9,9,4,0,0,1,0,1,0,1,0,1,0,0,126,115,1,1,26,20,0,9,10,0,4,6,14,44,12,2,15,12,15,360,34,8,139,0,36
OTU4964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,1,7,0,7,3,3
OTU4966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,4,0
OTU4967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,1,1
OTU4968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,6,0
OTU4969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0
OTU4970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0
OTU4971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
OTU4972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0
OTU4973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,0,0,0,3
OTU4974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4975,0,0,0,0,1,1,0,0,0,0,1,0,0,5,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0
OTU4976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OTU4977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4979,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,20,348,94,1,133,148,97,0,55,142,66,0,19,95,117,258,0,24,102,0,27,113,99
OTU4980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,63,12,0,25,11,5,1,9,12,7,0,2,17,12,55,0,4,20,0,2,17,11
OTU4981,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,23,0,1,13,23,0,0,21,19,0,0,14,12,29,0,1,36,0,0,16,28
OTU4982,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,5,2,4,0,0,5,2,0,1,1,2,20,0,1,7,0,1,6,6
OTU4983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,10,0,0,0,0,0,0,2,1,8,0,0,3,0,0,7,2
OTU4984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,2,0,0,0,0,0,0,1,1,2,0,1,2,0,0,2,1
OTU4985,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4986,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU4987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
OTU4988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4993,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU4996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,18,2,2,0,3,3,6,0,2,13,6,2,0,0,7,0,3,5,3
OTU4997,0,4,3,0,0,0,0,0,0,2,1,0,0,0,3,0,9,1,0,0,6,0,1,1,3,0,0,0,3,0,0,0,1,3,1,0,1,0,0
OTU4998,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
OTU4999,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5000,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5001,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2
OTU5003,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0
OTU5005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU5006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5012,88,113,38,6,91,76,49,28,146,226,127,145,168,95,101,101,117,0,0,89,26,26,5,116,77,4,1,146,93,13,5,5,103,80,3,123,127,8,4
OTU5013,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,71,78,0,2,30,60,1,5,84,165,1,0,80,61,48,0,1,145,0,0,83,82
OTU5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,110,0,0,20,170,1,0,40,79,1,0,46,39,59,0,0,100,0,0,35,70
OTU5015,31,35,0,0,31,32,21,33,16,41,19,26,55,29,9,48,14,0,0,24,4,5,0,32,4,1,0,43,5,1,0,1,72,7,0,54,7,0,1
OTU5016,6,12,2,0,11,6,3,3,13,20,14,12,21,3,12,13,33,2,0,9,16,3,1,11,31,1,0,15,17,4,1,2,11,20,1,15,32,4,0
OTU5017,9,16,0,0,15,12,16,19,18,4,11,19,16,14,2,17,0,0,0,17,0,3,0,22,0,2,0,13,1,0,0,1,18,1,0,16,2,0,0
OTU5018,19,11,0,0,13,10,6,1,16,32,9,10,28,6,7,17,1,0,0,13,0,0,1,6,1,0,0,10,3,0,0,0,20,2,0,15,5,0,0
OTU5019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,2,18,7,0,1,21,10,0,0,34,33,6,0,0,7,0,1,38,16
OTU5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,0,0,17,24,0,2,13,17,0,0,28,18,16,0,0,22,0,0,22,12
OTU5021,8,11,1,0,16,6,9,7,12,14,3,4,16,16,1,20,3,0,0,10,0,1,1,5,0,0,0,4,1,0,0,0,16,0,0,25,3,0,0
OTU5022,6,6,11,0,2,3,2,5,8,18,5,6,7,2,8,4,24,0,0,1,14,1,1,7,7,0,1,3,13,2,0,0,3,9,0,4,17,1,0
OTU5023,0,0,130,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,4,1,0,12,3,2,0,0,0,1,6,0,2,0,0,1,0,1
OTU5024,9,4,0,0,9,6,10,0,9,10,11,3,9,11,2,7,2,0,0,8,0,4,0,7,0,0,0,9,4,0,0,0,7,0,0,9,1,0,0
OTU5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,2,3,7,0,1,10,13,0,0,9,10,8,0,0,11,0,0,13,18
OTU5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,2,6,1,0,1,15,6,0,0,14,15,3,0,0,7,0,0,20,6
OTU5027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,18,0,1,3,6,0,4,6,10,1,2,3,7,12,0,1,6,0,0,4,8
OTU5028,1,1,7,0,1,1,0,0,0,3,0,0,0,0,2,1,3,4,0,1,10,4,1,1,6,4,5,0,4,4,4,0,0,2,3,0,3,3,3
OTU5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,1,7,0,0,2,14,0,0,1,10,4,0,0,8,0,0,1,5
OTU5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,2,20,0,0,6,3,0,0,4,1,3,0,0,12,0,0,0,5
OTU5031,1,0,0,0,2,5,5,2,1,4,7,2,5,2,3,5,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,3,1,0,0
OTU5032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,3,0,0,6,10,0,0,8,4,6,0,0,6,0,0,6,2
OTU5033,1,1,0,9,0,1,2,2,1,2,0,8,8,5,0,2,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,4,0,0,7,0,1,0
OTU5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,5,0,0,7,8,1,0,0,3,0,0,7,5
OTU5035,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,5,3,0,0,2,0,3,0,0,3,0,0,1,7
OTU5036,1,2,0,0,0,1,0,0,5,4,2,1,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,1,0,0
OTU5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,3,0,2,2,4,0,0,1,3,3,0,0,2,0,0,2,1
OTU5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,3,4
OTU5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,0,0,3,3,0,0,0,1,0,0,3,4
OTU5040,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,1,1,1,0,0,0,1,2,0,0,1,0,0,0,3,0
OTU5041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,1,0,0,0,2,0,0,1,1,4,0,0,1,0,0,0,0
OTU5042,0,1,0,0,0,2,0,0,1,0,1,2,2,2,3,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,3,6,0,0,2,2,0,0,0,0,0,0,1,1
OTU5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,1,0,0,7,0,1,0,0,0,0,0,3,0
OTU5045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0
OTU5046,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU5047,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2
OTU5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
OTU5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,3
OTU5051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
OTU5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,0,0
OTU5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1,0,0,0,2
OTU5054,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
OTU5056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1
OTU5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2
OTU5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
OTU5060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
OTU5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
OTU5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
OTU5064,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,2,0,0,1,0,0,0,7,6,6,0,0,2,0,0,12,5
OTU5067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5069,1,2,1,0,6,2,4,3,7,4,18,10,5,5,40,7,54,2,0,2,43,1,1,7,56,0,1,9,59,0,1,0,2,70,0,2,66,1,0
OTU5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,7,14,4,0,16,10,6,0,1,11,6,4,0,1,7,0,1,13,7
OTU5071,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,8,2,0,11,3,2,0,8,2,1,0,2,5,1,3,0,5,2,0,11,4,2
OTU5072,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,4,0,0,0,4,0,0,0,0,2,0,0,2,0,1
OTU5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,2,3,0,0,1,1,1,0,1,1,0,0,1,2
OTU5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,1,3,3,0,0,0,0,2,1,1
OTU5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,1,2
OTU5076,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
OTU5077,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5078,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5079,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
OTU5081,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU5082,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5083,0,1,0,0,1,2,1,0,1,2,3,2,1,0,7,2,7,41,68,1,14,8,55,1,3,17,67,2,8,6,10,234,0,10,81,2,5,11,67
OTU5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,87,18,0,9,19,13,0,3,27,9,0,0,20,17,57,0,3,24,0,1,24,22
OTU5085,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,2,15,12,1,9,9,5,0,3,11,17,0,2,8,7,21,1,3,16,0,2,13,16
OTU5086,2,3,2,0,3,7,5,9,6,6,9,3,1,2,23,1,10,0,2,5,8,1,0,8,9,0,2,7,14,0,0,1,2,13,0,0,9,0,0
OTU5087,2,1,0,0,8,4,2,2,16,2,6,5,6,0,10,5,9,0,0,3,11,0,0,8,3,0,0,5,2,0,0,0,2,3,0,9,4,0,0
OTU5088,2,4,0,0,5,5,7,4,7,8,5,3,5,4,9,1,8,0,0,5,6,0,0,4,5,0,0,4,6,0,0,1,3,7,0,4,3,0,0
OTU5089,4,3,1,0,3,1,0,6,3,4,8,3,2,2,12,0,4,1,1,2,11,0,1,5,5,1,0,2,6,0,0,2,0,9,0,1,10,0,0
OTU5090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,1,13,0,0,4,10,0,0,0,2,29,0,0,25,0,0,1,5
OTU5091,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,6,12,3,0,15,6,8,1,2,1,7,0,1,5,5,16,0,4,7,0,0,4,2
OTU5092,0,2,0,0,2,1,1,2,3,1,5,2,0,1,15,2,7,0,0,3,15,1,0,3,5,0,0,1,5,0,0,1,0,7,1,1,8,0,0
OTU5093,0,0,0,0,3,1,2,1,2,0,0,0,0,0,13,0,3,2,1,0,8,2,1,0,7,0,0,0,6,3,1,5,0,5,0,1,1,1,0
OTU5094,0,1,0,0,0,1,0,1,0,2,2,0,0,1,11,0,5,0,0,0,8,0,1,2,8,0,0,0,3,0,0,1,0,11,0,1,7,0,0
OTU5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,3,3,0,1,3,5,0,0,7,6,4,0,0,3,0,0,6,5
OTU5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,0,1,3,8,0,0,4,6,0,0,0,5,0,0,9,3
OTU5097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,2,2,0,5,0,2,1,2,0,0,0,1,0,1,3,0,5,0,0,4,1,0
OTU5098,0,2,0,0,3,0,0,1,1,0,1,0,0,0,5,0,1,1,0,0,4,0,0,1,2,0,0,0,1,0,0,1,0,4,0,0,3,0,0
OTU5099,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,1,1,0,0,4,0,1,1,2,0,0,2,2,0,0,1,0,1,0,0,1,1,0
